Name,"Position Name",Date,"Day Name","Total Duration","Total Distance (m)","Distance Zone 2-8 (m)","HMLD (Gen 2)","High Speed Running","V High Speed Running","Maximum Velocity (m/s)","Acceleration B1-3 Total Efforts (Gen 2)","Acceleration B1-3 Distance (Gen 2) (m)","Deceleration B1-3 Total Efforts (Gen 2)","Deceleration B1-3 Distance (Gen 2) (m)",N/m
"Lydia Turua-Quedley - 27/08/2025","Half Back",27/08/2025,Wednesday,02:14:00,5837.12207,2121.20002,384.54999,193.9,28.95,7.18408,49,182.09,34,40.09,2.6794
"Lydia Turua-Quedley - 29/08/2025","Half Back",29/08/2025,Friday,02:42:03,3930.23926,1535.76001,254.19,74.42,0,6.0529,34,121.24,16,13.68,2.31843
"Lydia Turua-Quedley - 30/08/2025","Half Back",30/08/2025,Saturday,01:19:33,5311.86719,3181.01006,412.57001,59.11,0,5.46823,59,212.67,53,55.63,3.83406
"Lydia Turua-Quedley - 04/09/2025","Half Back",04/09/2025,Thursday,01:45:00,4995.18457,1948.79001,481.89999,305.51001,0,6.82462,53,205.4,40,41.47,3.54622
"Lydia Turua-Quedley - 06/09/2025","Half Back",06/09/2025,Saturday,01:28:41,4131.13037,1711.30003,340.95999,64.88,0,5.89084,52,191.69,33,32.38,3.82704
"Lydia Turua-Quedley - 07/09/2025","Half Back",07/09/2025,Sunday,01:31:50,5128.75916,2696.89,402.37999,35.16,0,5.21642,70,218.01,57,63.87,4.42173
"Lydia Turua-Quedley - 11/09/2025","Half Back",11/09/2025,Thursday,01:56:11,5784.396,2233.9,561.94,243.93,17.72,7.3348,72,270.26001,46,45.1,3.75009
"Lydia Turua-Quedley - 14/09/2025","Half Back",14/09/2025,Sunday,01:21:57,6287.92676,2869.74004,477.74001,92.34,0,5.9507,57,202.75999,60,64.96,3.44979
"Maarire Puketapu - 07/05/2025","Second Row",07/05/2025,Wednesday,01:27:35,4694.33602,2309.37997,535.53001,121.07,25.11,7.38571,85,345.95,65,71.28,6.81566
"Maarire Puketapu - 13/05/2025","Second Row",13/05/2025,Tuesday,01:04:12,3131.62921,1338.25,332.33001,25.65,0,5.74645,51,276.8,33,36.8,5.47415
"Maarire Puketapu - 15/05/2025","Second Row",15/05/2025,Thursday,01:46:30,4788.29858,2054.79997,495.63,232.48,0,6.76278,55,251.5,27,37.01,3.53069
"Maarire Puketapu - 17/05/2025","Second Row",17/05/2025,Saturday,01:36:26,4896.92041,2127.40001,347.29999,25.79,0,5.52793,64,322.65001,59,77.18,5.15436
"Maarire Puketapu - 19/05/2025","Second Row",19/05/2025,Monday,01:28:56,5200.15894,2897.77997,632.79,173.15,0,6.40391,82,376.39001,54,54.87,5.56781
"Maarire Puketapu - 20/05/2025","Second Row",20/05/2025,Tuesday,01:29:06,4290.03198,1968.02999,369.53999,62.41,0,6.64027,68,280.37999,49,45.4,5.44157
"Maarire Puketapu - 22/05/2025","Second Row",22/05/2025,Thursday,01:43:10,5248.41699,2894.71994,802.09998,301.21,21.69,7.37056,91,400.01001,93,113.55,7.89486
"Maarire Puketapu - 24/05/2025","Second Row",24/05/2025,Saturday,01:31:39,5064.70361,2510.44002,445.47,43.56,0,5.49579,85,414.02,68,91.42,6.42644
"Maarire Puketapu - 26/05/2025","Second Row",26/05/2025,Monday,01:27:26,6318.95728,3923.43004,567.19,136.91,0,6.02395,67,298.93,49,52.94,3.90689
"Maarire Puketapu - 27/05/2025","Second Row",27/05/2025,Tuesday,01:31:56,4024.76392,1294.89003,243.12,56.83,0,5.55718,36,174.01,28,41.17,3.25833
"Maarire Puketapu - 29/05/2025","Second Row",29/05/2025,Thursday,01:54:21,5902.24714,3033.90997,829.14003,195.48,25.795,7.50108,102,402.90999,87,99.32,6.79944
"Maarire Puketapu - 31/05/2025","Second Row",31/05/2025,Saturday,01:15:09,3740.63399,1697.08999,325.83,67.61,0,6.52416,54,244.8,55,51.58,5.99791
"Maarire Puketapu - 02/06/2025","Second Row",02/06/2025,Monday,01:53:56,6336.24059,3692.71,720.76001,259.8,0,6.67111,61,245.91,66,79.36,4.2204
"Maarire Puketapu - 03/06/2025","Second Row",03/06/2025,Tuesday,02:07:36,4924.634,1816.26004,350.95999,123.78,0,6.68606,34,220.62,33,51.36,3.24846
"Maarire Puketapu - 05/06/2025","Second Row",05/06/2025,Thursday,02:33:32,6516.76917,3304.47001,777.64,409.61998,30.04,7.40011,74,306.06,43,47.26,3.70345
"Maarire Puketapu - 07/06/2025","Second Row",07/06/2025,Saturday,01:40:02,6057.97922,3705.12002,360.7,53.61,0,5.48185,54,248.27,50,64.04,3.67094
"Maarire Puketapu - 09/06/2025","Second Row",09/06/2025,Monday,01:34:25,7170.45697,3959.38997,704.31,370.89,0,6.85099,61,250.27,54,69.13,3.36582
"Maarire Puketapu - 10/06/2025","Second Row",10/06/2025,Tuesday,01:27:07,6876.77759,3931.36007,831.67997,590.62002,0,6.55112,66,354.74001,37,43.68,3.19365
"Maarire Puketapu - 12/06/2025","Second Row",12/06/2025,Thursday,03:19:50,10701.69189,4645.75998,1555.99001,801.53999,48,7.32994,158,737.92999,128,173.63,5.78011
"Maarire Puketapu - 14/06/2025","Second Row",14/06/2025,Saturday,01:39:05,4596.6926,2485.82001,527.49001,278.09,0,6.48302,55,260.17,56,57.4,5.28478
"Maarire Puketapu - 24/06/2025","Second Row",24/06/2025,Tuesday,01:51:54,6449.50073,3159.61,704.87,268,0,6.82614,117,488.60999,70,110.81,6.13063
"Maarire Puketapu - 26/06/2025","Second Row",26/06/2025,Thursday,01:22:20,4628.95081,2173.24,667.25,343.37,39.06,7.45131,72,313.4,64,71.28,6.23781
"Maarire Puketapu - 30/06/2025","Second Row",30/06/2025,Monday,02:13:15,4762.79004,1852.38002,445.92001,205.63999,17.68,7.28421,52,252.02999,40,36.21,4.1882
"Maarire Puketapu - 01/07/2025","Second Row",01/07/2025,Tuesday,01:44:00,5400.82959,2441.35001,475.75,178.04001,0,6.93296,70,264.21,50,72.66,4.60763
"Maarire Puketapu - 03/07/2025","Second Row",03/07/2025,Thursday,01:32:00,5790.3501,2932.24001,450.92001,328.24,0,6.88996,46,174.11001,33,34.53,2.79007
"Maarire Puketapu - 05/07/2025","Second Row",05/07/2025,Saturday,01:14:04,3583.86206,1528.84001,244.52,82.75,0,5.84109,32,130.88,28,23.82,3.37262
"Maarire Puketapu - 06/07/2025","Second Row",06/07/2025,Sunday,01:30:06,4660.78101,2641.32002,424.65001,103.09,0,6.61106,50,187.72,45,61.03,4.66971
"Maarire Puketapu - 08/07/2025","Second Row",08/07/2025,Tuesday,00:35:00,1467.33704,442.91999,48.22,7.58,0,5.29714,9,35.82,3,1.7,1.66901
"Maarire Puketapu - 10/07/2025","Second Row",10/07/2025,Thursday,02:05:42,6322.91235,3100.19999,529.23999,317.76,20.08,7.35647,54,204.95001,43,40.13,3.11731
"Maarire Puketapu - 12/07/2025","Second Row",12/07/2025,Saturday,01:25:00,3672.54321,1447.20004,296.03,110.55,0,6.4993,44,176.64,33,28.73,4.47428
"Maarire Puketapu - 13/07/2025","Second Row",13/07/2025,Sunday,01:22:09,4600.57208,2565.91999,470.67999,318.17,0,6.77772,53,192.87,46,53.59,4.59345
"Maarire Puketapu - 15/07/2025","Second Row",15/07/2025,Tuesday,01:20:55,4505.2876,2246.67004,452.16,307.05001,0,6.20271,41,170.07,30,25.82,3.27027
"Maarire Puketapu - 17/07/2025","Second Row",17/07/2025,Thursday,02:00:00,5832.04834,2118.73999,466.82001,202.99,40.46,7.76009,55,214.83,41,44.63,3.58287
"Maarire Puketapu - 19/07/2025","Second Row",19/07/2025,Saturday,01:05:00,2942.27417,1089.56998,171.7,71.7,0,5.97748,32,106.32,17,13.65,3.45022
"Maarire Puketapu - 20/07/2025","Second Row",20/07/2025,Sunday,01:23:38,3336.35901,1803.97003,252.18999,91.23,0,6.56187,31,126.28,36,38.91,4.43972
"Maarire Puketapu - 23/07/2025","Second Row",23/07/2025,Wednesday,01:58:58,6237.7334,2321.53004,669.46002,310.87,19.83,7.30143,72,380.98999,65,78.82,4.93929
"Maarire Puketapu - 25/07/2025","Second Row",25/07/2025,Friday,01:15:00,3322.57397,1282.99002,384.92001,145.53,0,6.3883,40,167.52,36,44.78,4.85046
"Maarire Puketapu - 26/07/2025","Second Row",26/07/2025,Saturday,01:19:41,6292.17017,3086.67004,599.42001,162.03,0,6.25855,80,283.22,74,85.25,5.15395
"Maarire Puketapu - 29/07/2025","Second Row",29/07/2025,Tuesday,01:10:00,3990.56714,1737.14003,293.89999,78.39,1.03,7.5047,47,196.74,36,42.75,4.53344
"Maarire Puketapu - 31/07/2025","Second Row",31/07/2025,Thursday,02:07:29,6389.9126,2611.75999,618.42999,363.24,30.06,7.44115,51,221.86,52,53.47,3.36898
"Maarire Puketapu - 03/08/2025","Second Row",03/08/2025,Sunday,01:17:28,6546.30054,3314.14,663.94,318.05,0,6.36564,70,235.28,62,73.31,4.266
"Maarire Puketapu - 09/08/2025","Second Row",09/08/2025,Saturday,01:24:40,6362.20386,2927.32,496.04001,137.31,0,6.32979,58,206.42,63,87.32,4.24664
"Maarire Puketapu - 13/08/2025","Second Row",13/08/2025,Wednesday,02:04:03,5233.22754,2076.54005,589.92999,362.8,47.67,7.30609,56,233.8,53,69.48,4.56649
"Maarire Puketapu - 15/08/2025","Second Row",15/08/2025,Friday,01:33:13,3510.23242,1251.82002,384.31,156.77,0,6.81796,37,155.50001,34,34.07,4.43361
"Maarire Puketapu - 16/08/2025","Second Row",16/08/2025,Saturday,01:31:25,6832.48291,3708.72002,671.55002,185.79,0,6.63842,74,267.83001,76,89.37,4.85043
"Maarire Puketapu - 19/08/2025","Second Row",19/08/2025,Tuesday,01:38:57,5415.05811,2541.62998,569.03003,184,14.87,7.21782,80,390.68999,53,73.51,5.60216
"Maarire Puketapu - 21/08/2025","Second Row",21/08/2025,Thursday,01:55:47,5963.96484,2449.56003,717.98999,455.07999,0,6.85866,63,273.6,52,63.36,4.15269
"Maarire Puketapu - 23/08/2025","Second Row",23/08/2025,Saturday,01:39:29,4203.17822,1667.98004,474.42999,204.78,0,6.40425,52,234.90001,43,45.08,4.76461
"Maarire Puketapu - 24/08/2025","Second Row",24/08/2025,Sunday,01:24:24,6385.80493,3371.03998,590.48999,174.6,0,6.41765,51,210.12,82,103.95,4.54023
"Maarire Puketapu - 27/08/2025","Second Row",27/08/2025,Wednesday,02:14:00,5826.78857,2516.49005,671.39001,393.44,28.19,7.131,63,276.6,55,62.86,4.37248
"Maarire Puketapu - 29/08/2025","Second Row",29/08/2025,Friday,02:42:09,4081.8291,1608.79001,434.48999,127.59,0,6.29682,63,234.64,56,43.52,6.14492
"Maarire Puketapu - 30/08/2025","Second Row",30/08/2025,Saturday,01:19:33,6352.05151,3433.47996,538.13998,181.78,0,6.29364,72,248.27,61,83.23,4.58301
"Maarire Puketapu - 04/09/2025","Second Row",04/09/2025,Thursday,01:45:00,5479.24414,2237.78001,782.34003,467.12001,24.21,7.14802,75,248.3,69,64.01,5.56537
"Maarire Puketapu - 06/09/2025","Second Row",06/09/2025,Saturday,01:28:41,4537.64209,1747.36004,458.09,165.08,0,6.20251,67,250.07,51,58.82,5.51024
"Maarire Puketapu - 07/09/2025","Second Row",07/09/2025,Sunday,01:31:50,5070.45679,2661.58003,525.01001,145.74,0,6.11009,54,199.9,66,71.62,5.12597
"Makayla Eli - 07/05/2025",Five-Eighth,07/05/2025,Wednesday,01:27:35,4163.23453,1993.78001,423.9,106.22,22.27,7.35556,65,286.96,35,54.88,5.83032
"Makayla Eli - 13/05/2025",Five-Eighth,13/05/2025,Tuesday,01:04:12,2730.71448,1101.74999,243.87,26.79,0,6.81064,45,213.45,21,22.3,5.82375
"Makayla Eli - 15/05/2025",Five-Eighth,15/05/2025,Thursday,01:46:30,4307.62384,1860.47001,427.94999,184.02,0,6.77498,55,217.16,16,21.48,4.00488
"Makayla Eli - 17/05/2025",Five-Eighth,17/05/2025,Saturday,01:36:26,2207.41016,795.41999,142.23,62.98,0,5.86647,27,95.1,5,13.45,3.45473
"Makayla Eli - 20/05/2025",Five-Eighth,20/05/2025,Tuesday,01:29:06,3257.86023,1170.88997,213.15,60.5,0,6.59051,24,104.72,13,14.81,2.66908
"Makayla Eli - 22/05/2025",Five-Eighth,22/05/2025,Thursday,01:43:10,3768.91406,1749.95998,538.65002,216.09999,0,6.9841,66,240.77001,35,39.58,6.60071
"Makayla Eli - 24/05/2025",Five-Eighth,24/05/2025,Saturday,01:31:39,1966.2511,750.80002,113.94,8.51,0,5.29779,13,62.8,7,9.27,2.36491
"Makayla Eli - 26/05/2025",Five-Eighth,26/05/2025,Monday,01:03:59,3206.89038,1768.09994,469.06,82.1,0,6.25355,62,242.11,34,28.53,7.10501
"Makayla Eli - 27/05/2025",Five-Eighth,27/05/2025,Tuesday,01:31:56,3330.53223,875.54,147.73,62.14,0,6.10421,14,73.72,11,13.08,1.77314
"Makayla Eli - 31/05/2025",Five-Eighth,31/05/2025,Saturday,01:32:11,2658.82027,977.94001,236.55001,333.13,0,6.68892,6,44.45,2,4.18,0.73454
"Makayla Eli - 02/06/2025",Five-Eighth,02/06/2025,Monday,01:53:56,6225.39737,3333.90001,437.32,118.66,0,6.346,49,174,34,45.25,3.23425
"Makayla Eli - 05/06/2025",Five-Eighth,05/06/2025,Thursday,02:33:32,4079.1275,1754.18999,395.63,172.22,0,6.43901,38,149.12,10,16.68,2.78148
"Makayla Eli - 09/06/2025",Five-Eighth,09/06/2025,Monday,01:34:25,5071.86345,2539.34,322.32,210.17,0,6.34162,29,136.7,16,11.96,2.11786
"Makayla Eli - 12/06/2025",Five-Eighth,12/06/2025,Thursday,03:13:56,6534.30807,2473.99,690.8,260.58,0,6.63371,78,319.98,60,58.58,5.13796
"Makayla Eli - 14/06/2025",Five-Eighth,14/06/2025,Saturday,01:39:05,3346.33069,1648.63,281.42,143.96,0,6.61643,21,98.06,23,20.98,3.16825
"Makayla Eli - 16/06/2025",Five-Eighth,16/06/2025,Monday,01:48:06,4159.1875,1613.96003,229.28999,73.63,0,6.83897,28,146.63,21,26.65,2.82856
"Makayla Eli - 17/06/2025",Five-Eighth,17/06/2025,Tuesday,01:31:54,4921.62488,1979.21,419.45,166.07,2.66,7.05737,48,199.09,32,36.42,3.85482
"Makayla Eli - 19/06/2025",Five-Eighth,19/06/2025,Thursday,01:47:32,5534.04071,2537.41997,696.77,361.49,0,6.91499,70,311.71999,56,55.71,5.59609
"Makayla Eli - 21/06/2025",Five-Eighth,21/06/2025,Saturday,01:55:00,4342.03906,2012.27001,328.5,113.78,0,6.16558,45,177.88,26,31.98,3.86604
"Makayla Eli - 24/06/2025",Five-Eighth,24/06/2025,Tuesday,01:51:54,5423.92413,2723.16999,509.96999,191.01,0,6.7929,73,335.33999,54,73.09,5.6154
"Makayla Eli - 26/06/2025",Five-Eighth,26/06/2025,Thursday,06:39:55,4331.79041,1872.95,544.58,159.44999,3.795,7.09161,54,215.68999,40,41.57,5.3995
"Makayla Eli - 30/06/2025",Five-Eighth,30/06/2025,Monday,02:13:12,3714.67822,1291.99,237.71001,133.39,11.97,7.18683,32,119.25,18,18.08,3.40487
"Makayla Eli - 01/07/2025",Five-Eighth,01/07/2025,Tuesday,01:44:00,3594.65527,1289.54,328.67999,153.18,0,6.89897,47,168.88,33,30.77,5.51068
"Makayla Eli - 03/07/2025",Five-Eighth,03/07/2025,Thursday,01:32:00,4700.4292,2213.08998,364.89999,290.83,0,6.91218,20,81.14,15,15.92,1.75101
"Makayla Eli - 05/07/2025",Five-Eighth,05/07/2025,Saturday,01:14:04,3017.58716,975.52001,143.94,32.86,0,5.81543,20,78.75,14,9.46,2.65046
"Makayla Eli - 08/07/2025",Five-Eighth,08/07/2025,Tuesday,01:03:00,4117.67871,2233.02997,401.45999,521.81998,0,6.8142,23,149.53,14,38.91,2.20209
"Makayla Eli - 10/07/2025",Five-Eighth,10/07/2025,Thursday,02:05:42,5143.5296,2363.22001,429.16,313.92,4.02,7.0923,36,154.22,21,18.55,2.73023
"Makayla Eli - 12/07/2025",Five-Eighth,12/07/2025,Saturday,01:25:00,3125.89819,907.59998,182.41,104.89,0,6.38196,23,90.17,13,11.56,2.73713
"Makayla Eli - 13/07/2025",Five-Eighth,13/07/2025,Sunday,01:22:09,1131.11826,684.69001,195.21999,271.14001,0,6.73603,7,36.31,1,0.99,1.72661
"Makayla Eli - 15/07/2025",Five-Eighth,15/07/2025,Tuesday,01:20:55,4778.55029,2219.32999,582,283.94,0,6.58163,79,291.33,59,52.52,6.88954
"Makayla Eli - 17/07/2025",Five-Eighth,17/07/2025,Thursday,04:45:14,4757.24707,1832.90996,355.91,104.08,10.77,7.21026,37,168.33,24,27.41,3.16696
"Makayla Eli - 19/07/2025",Five-Eighth,19/07/2025,Saturday,01:05:00,1854.8783,402.18,35.36,1.42,0,5.05156,5,16.03,1,0.88,0.75207
"Makayla Eli - 20/07/2025",Five-Eighth,20/07/2025,Sunday,00:13:36,1385.76892,1191.92,186.52,257.88,0,6.11785,8,38.64,1,4.98,1.50999
"Makayla Eli - 22/07/2025",Five-Eighth,22/07/2025,Tuesday,01:17:00,3498.62451,1313.17,361.88,126.74,0,6.51563,49,189.09,48,49.27,6.6056
"Makayla Eli - 23/07/2025",Five-Eighth,23/07/2025,Wednesday,01:58:58,5200.5791,2044.41996,463.07999,257.09999,0,6.84012,50,224.91,37,38.68,4.03253
"Makayla Eli - 25/07/2025",Five-Eighth,25/07/2025,Friday,01:15:00,3064.25513,889.82998,202.41,28.57,0,5.99726,33,113.61,25,22.74,4.49179
"Makayla Eli - 26/07/2025",Five-Eighth,26/07/2025,Saturday,01:19:41,2733.96851,1298.08,161.91,46.25,0,6.01017,19,70.88,18,25.78,3.55472
"Makayla Eli - 29/07/2025",Five-Eighth,29/07/2025,Tuesday,01:10:00,2971.05322,1242.03003,117.23,45.69,0,6.11143,14,72.33,11,13.07,2.01898
"Makayla Eli - 31/07/2025",Five-Eighth,31/07/2025,Thursday,02:07:29,5005.57568,1581.15003,309.53,198.08,4.1,7.11831,31,127.36,16,18.24,2.27596
"Makayla Eli - 05/08/2025",Five-Eighth,05/08/2025,Tuesday,01:05:01,2884.60815,1410.35003,344.32999,209.14,0,6.72364,44,170.47,20,19.84,5.51305
"Makayla Eli - 06/08/2025",Five-Eighth,06/08/2025,Wednesday,02:18:01,6264.51123,2576.65995,598.15997,276.97,5.5,7.01707,68,268.82001,53,51.2,4.57985
"Makayla Eli - 11/08/2025",Five-Eighth,11/08/2025,Monday,01:17:27,3621.95068,1468.41996,360.64001,92.41,0,6.97449,52,226.42,33,37.78,5.6874
"Makayla Eli - 13/08/2025",Five-Eighth,13/08/2025,Wednesday,02:04:03,5066.3623,1767.92998,409.12,282.21999,19.27,7.41653,44,202.64,23,26.84,3.35004
"Makayla Eli - 15/08/2025",Five-Eighth,15/08/2025,Friday,03:48:52,7204.92236,2096.80004,420.95999,137.16,0,5.92711,66,235.40001,30,26.24,3.17533
"Makayla Eli - 16/08/2025",Five-Eighth,16/08/2025,Saturday,01:31:25,2396.13409,1044.42001,163.02,41.3,0,5.46024,20,72.48,16,20.23,3.726
"Makayla Eli - 18/08/2025",Five-Eighth,18/08/2025,Monday,00:52:45,2844.45117,1383.87001,226.3,58.32,0,6.34561,37,164.47001,23,24.34,5.19854
"Makayla Eli - 19/08/2025",Five-Eighth,19/08/2025,Tuesday,01:38:57,4974.54395,2068.68004,352.56,147.08,0,6.46251,41,247.43,23,42.83,3.0847
"Makayla Eli - 21/08/2025",Five-Eighth,21/08/2025,Thursday,01:55:47,5489.75391,2184.6,665.67999,349.45001,2.04,7.02443,75,310.93,50,56.82,5.64971
"Makayla Eli - 23/08/2025",Five-Eighth,23/08/2025,Saturday,01:39:29,4113.18848,1371.56,387.16,125.15,0,6.82148,53,193.9,35,31.59,5.33601
"Makayla Eli - 24/08/2025",Five-Eighth,24/08/2025,Sunday,01:24:24,5566.44751,2785.21002,425.83,121.48,0,6.3504,50,188.29,42,51.21,3.95962
"Makayla Eli - 27/08/2025",Five-Eighth,27/08/2025,Wednesday,02:14:00,4670.71436,1625.06001,379.66,232.08,0,6.87655,36,184.42999,25,30.71,3.30528
"Makayla Eli - 04/09/2025",Five-Eighth,04/09/2025,Thursday,01:45:00,4290.55371,1640.91,493.09,322.47001,33.8,7.23282,42,185.1,34,36.48,4.2484
"Makayla Eli - 06/09/2025",Five-Eighth,06/09/2025,Saturday,01:28:41,4312.74609,2223.50997,440.89999,402.61,9.91,7.12299,36,170.43,22,28.29,3.37476
"Makayla Eli - 11/09/2025",Five-Eighth,11/09/2025,Thursday,01:56:11,4454.50195,1389.79,371.17999,223.26,5.48,7.0285,38,167.58999,31,34.36,3.76843
"Matekino Gray - 13/05/2025",Prop,13/05/2025,Tuesday,01:04:12,3281.46918,1126.43999,370.27001,73.19,0,6.94096,64,334.27,21,19.75,5.79009
"Matekino Gray - 15/05/2025",Prop,15/05/2025,Thursday,01:46:30,5205.40149,2128.49002,541.77999,305.91,4.85,7.03032,51,249.59,22,33.14,3.01226
"Matekino Gray - 17/05/2025",Prop,17/05/2025,Saturday,01:36:26,5102.35645,2540.44004,347.60001,445.26999,0,5.80267,35,168.89,10,17.38,1.81093
"Matekino Gray - 22/05/2025",Prop,22/05/2025,Thursday,01:43:10,1198.11304,378.37,105.64,32.68,0,5.85482,13,57.06,9,12.62,3.87276
"Matekino Gray - 24/05/2025",Prop,24/05/2025,Saturday,01:31:39,3932.11816,1738.77,211.96001,287.22999,0,6.03344,22,103.23,10,8.89,1.66831
"Matekino Gray - 26/05/2025",Prop,26/05/2025,Monday,01:03:59,3981.8042,2000.49999,534.96997,140.73,4.87,7.02092,84,336.72999,41,44.86,6.80094
"Matekino Gray - 27/05/2025",Prop,27/05/2025,Tuesday,01:31:56,3756.62109,1023.88001,218.08,88.42,0,6.46382,27,131.21,23,23.76,2.78974
"Matekino Gray - 02/06/2025",Prop,02/06/2025,Monday,01:53:56,4871.66626,2323.57002,301.47,227.84001,0,6.30519,29,98.78,5,10.98,1.44509
"Matekino Gray - 03/06/2025",Prop,03/06/2025,Tuesday,02:07:36,5447.69121,2352.71,168.98,210.38,0,5.85296,7,40.16,4,7.34,0.40384
"Matekino Gray - 05/06/2025",Prop,05/06/2025,Thursday,02:33:32,6510.48376,2643.24999,792.53003,461.36002,0,6.99132,66,260.02,41,47.71,3.56348
"Matekino Gray - 09/06/2025",Prop,09/06/2025,Monday,01:34:25,5996.61496,3092.93,534.85,716.19,6.94,7.08766,35,128.64,24,28.61,2.29463
"Matekino Gray - 12/06/2025",Prop,12/06/2025,Thursday,03:38:07,10291.2583,6636.80008,361.01999,108.84,0,6.23285,48,198.38001,12,8.7,1.18159
"Matekino Gray - 14/06/2025",Prop,14/06/2025,Saturday,01:19:58,1670.41414,673.15,63.65,62.49,0,5.44875,11,33.97,3,3.3,1.72412
"Matekino Gray - 16/06/2025",Prop,16/06/2025,Monday,01:48:06,4100.48584,1497.96998,209.44,56.03,0,6.26506,21,127.33,24,28.1,2.37045
"Matekino Gray - 17/06/2025",Prop,17/06/2025,Tuesday,01:23:01,4707.7345,2695.30002,982.7,1152.69002,1.34,7.00687,64,299.95,53,56.68,5.35289
"Matekino Gray - 19/06/2025",Prop,19/06/2025,Thursday,01:47:32,5423.12903,2334.30999,537.55001,286.02,0,6.64944,57,270.81,36,40.36,4.07145
"Matekino Gray - 21/06/2025",Prop,21/06/2025,Saturday,01:55:00,3983.48828,1262.47999,252.39,112.41,0,6.54225,28,134.09,24,27.79,2.99235
"Matekino Gray - 24/06/2025",Prop,24/06/2025,Tuesday,01:51:54,6038.90039,2780.73002,623.60001,268.64,5.56,7.04129,91,370.95,56,56.58,5.13338
"Matekino Gray - 26/06/2025",Prop,26/06/2025,Thursday,01:22:20,4301.63863,1736.42,561.67001,363.03,46.14,7.31,51,255.5,47,54.68,4.99345
"Matekino Gray - 30/06/2025",Prop,30/06/2025,Monday,02:13:12,4284.01025,1392.42001,370.44,142.84,14.78,7.17229,52,224.55,37,33.52,4.47244
"Matekino Gray - 01/07/2025",Prop,01/07/2025,Tuesday,01:44:00,5073.82031,1972.22996,383.14999,112.4,0,6.68416,67,251.32,58,59.72,5.43969
"Matekino Gray - 03/07/2025",Prop,03/07/2025,Thursday,01:32:00,5369.89404,2501.01998,453.26001,308.6,11.88,7.21091,32,148.15999,36,38.91,2.68162
"Matekino Gray - 05/07/2025",Prop,05/07/2025,Saturday,01:14:04,3395.47607,1316.92001,207.52,83.38,0,6.21122,24,114.62,19,15.17,2.5799
"Matekino Gray - 06/07/2025",Prop,06/07/2025,Sunday,01:30:06,2804.06592,1221.2,173.52,108.13,0,6.38877,13,52.37,21,23.96,2.45358
"Matekino Gray - 08/07/2025",Prop,08/07/2025,Tuesday,00:35:00,1401.71509,319.25,47.96,10.08,0,6.03656,7,32.54,3,3.58,1.4839
"Matekino Gray - 10/07/2025",Prop,10/07/2025,Thursday,02:05:42,6023.75665,2689.7,546.00999,372.10999,43.47,7.54386,43,211.68,33,38.55,2.80888
"Matekino Gray - 12/07/2025",Prop,12/07/2025,Saturday,01:25:00,3601.66235,1167.41999,290.20999,122.13,0,6.93517,49,160.75001,33,30.21,4.70894
"Matekino Gray - 13/07/2025",Prop,13/07/2025,Sunday,01:22:09,3581.04773,1882.66003,344.32,282.42001,0,6.88851,27,99.69,27,34.39,3.27279
"Matekino Gray - 17/07/2025",Prop,17/07/2025,Thursday,02:00:00,5273.88818,1902.91999,417.01999,224.27,22.29,7.33494,40,185.4,39,35.67,3.18551
"Matekino Gray - 19/07/2025",Prop,19/07/2025,Saturday,01:05:00,2576.79224,788.67001,161.55,31.08,0,5.65099,22,98.93,20,18.08,3.50824
"Matekino Gray - 20/07/2025",Prop,20/07/2025,Sunday,01:37:14,4981.41321,2245.5,374.98,181.16,5.48,7.12152,39,149.33,29,41.95,2.94695
"Matekino Gray - 23/07/2025",Prop,23/07/2025,Wednesday,01:58:58,4577.94434,1734.91002,377.76001,125.61,4.2,7.05501,54,234.85001,40,45.59,4.40372
"Matekino Gray - 25/07/2025",Prop,25/07/2025,Friday,01:15:00,2621.82202,950.26998,188.09,70.54,0,6.11882,23,107.89,13,21.16,2.89875
"Matekino Gray - 26/07/2025",Prop,26/07/2025,Saturday,00:37:40,2566.87695,1087.63996,117.08,14.97,0,5.76807,12,44.87,16,25.41,2.38422
"Matekino Gray - 31/07/2025",Prop,31/07/2025,Thursday,05:17:54,0,0,0,0,0,0,0,0,0,0,n/a
"Matekino Gray - 05/08/2025",Prop,05/08/2025,Tuesday,01:05:01,3456.37085,1493.1,410.07999,226.19001,0,6.76441,53,201.68,35,38.47,5.72855
"Matekino Gray - 06/08/2025",Prop,06/08/2025,Wednesday,02:18:01,5474.9043,2261.07002,524.45001,259.76,46.22,7.50823,50,258.29,43,52.03,3.66764
"Matekino Gray - 09/08/2025",Prop,09/08/2025,Saturday,01:24:40,3809.15283,1511.27999,210.38,69.4,0,6.24863,19,78.8,26,33.69,2.60425
"Matekino Gray - 13/08/2025",Prop,13/08/2025,Wednesday,02:04:03,5421.0625,2005.81995,449.23999,258.41,50.49,7.44911,44,198.73,36,42.54,3.19495
"Matekino Gray - 15/08/2025",Prop,15/08/2025,Friday,03:48:52,6819.38965,1797.62,456.54001,202.46,5.04,7.10007,62,281.3,28,28.96,2.73338
"Matekino Gray - 16/08/2025",Prop,16/08/2025,Saturday,00:46:27,1968.40405,1016.21002,121.45,16.15,0,5.40075,15,64.72,16,22.54,3.61714
"Matekino Gray - 18/08/2025",Prop,18/08/2025,Monday,00:52:45,2960.61816,1293.00999,236.14999,88.35,0,6.52609,34,154.53,16,16.68,3.45874
